-0.08250975	-0.036722317	0.0071043856	-0.10663616	-0.08412768	-0.0032136466	-0.17108993	-0.02519549	0.07494438	-0.06800649	-0.028743714	-0.10895223	-0.076134555	-0.0544853	-0.010880158	-0.093247466
-0.01540389	-0.04651516	0.03337863	0.04862418	0.041856375	0.034465164	0.09056666	0.011028533	0.024372792	0.0069646174	-0.10799763	-0.06486729	-0.053634662	0.033898573	0.052220356	0.022411458
0.0105647845	-0.044205826	-0.062456068	0.12493642	0.025122518	0.06474811	0.05998413	0.008740379	0.06339282	-0.028700897	-0.032751773	0.06423078	0.024968019	-0.07801182	0.10807424	0.06645578
0.1703689	0.041677427	0.088481195	-0.17796905	-0.11936646	-0.17734815	-0.05630144	0.09959326	-0.13407922	0.1673864	0.17895678	-0.09413871	-0.043020524	0.081134535	-0.10521759	-0.01675704
0.041707642	0.060490217	0.016860604	-0.014279329	0.057302486	-0.018744398	0.027972374	-0.046416454	0.026938925	-0.033767596	-0.013187683	-0.03221369	-0.012712621	0.044541575	0.012418243	-0.0050583216
-0.016045233	-0.028467277	-0.036715526	0.040244214	0.044531517	-0.037232745	0.018224236	-0.007409235	0.030348478	0.013932111	-0.0052707866	-0.028252117	0.0044255	-0.009401177	-0.0494565	0.025064718
0.10937984	0.045669664	0.07225614	-0.09833344	0.03572458	-0.16911504	-0.003253511	0.018450722	-0.13236137	0.07440276	0.12372087	-0.067080416	-0.029081702	0.11426523	-0.118257985	-0.0964507
-0.034195334	-0.068796106	0.0060776435	-0.024675509	-0.031108612	0.00035956473	0.054166492	-0.02167373	-0.059954185	-0.0038355223	0.030835768	-0.036665842	0.02361375	-0.02181094	-0.039421454	0.00054706004
0.13692297	0.028687304	0.09703636	-0.11687401	-0.001716711	-0.074729525	-0.13159153	0.015891828	-0.15156288	0.13981833	0.13014612	-0.05252317	-0.057449967	0.056226682	-0.050629344	-0.1109083
0.037013177	0.03505978	0.0004881019	0.049982052	-0.014263971	-0.023277257	0.075557485	-0.06768914	-0.0013157892	-0.019132322	-0.041867986	0.023047987	0.0016240363	-0.027019646	-0.008727952	-0.011425984
0.09549105	0.020652507	0.07652093	-0.09085706	0.03510622	-0.19772466	-0.031040335	0.005704402	-0.104059964	0.1427953	0.18188669	-0.06510215	-0.01813581	0.0820845	-0.17690948	-0.08595372
-0.008258391	-0.023291942	-0.0721381	0.01340922	-0.020393433	0.033752874	0.06844829	-0.0748822	0.06566234	-0.0060582776	-0.048801877	0.0032413134	-0.04878621	-0.032268092	0.07846602	0.07993511
0.029299002	-0.093271255	0.1909334	-0.07096431	0.13807401	-0.034665223	-0.059947826	-0.038917214	-0.09751449	0.108310744	0.0715708	-0.1649017	-0.042059176	0.13509576	-0.12067436	-0.03317027
-0.08156042	0.086256795	-0.10907337	0.10706456	-0.024295185	0.13506524	-0.007879322	0.016053207	0.13690683	0.003127074	-0.039944965	0.066636674	0.051009186	-0.107117794	0.08472651	0.07075966
0.12583704	0.08145576	0.061982036	-0.050365888	-0.027042862	-0.10743713	-0.011384965	0.08524635	-0.12068771	0.056702875	0.089131184	-0.054769415	-0.072599456	0.043794323	-0.10525069	-0.029904898
0.024747163	0.015685482	-0.012798192	-0.035643093	-0.060255323	-0.015343906	-0.047604296	-0.044432476	0.019582242	0.01829546	-0.010941373	-0.005363009	0.013519698	0.01904583	0.03743167	-0.0033660645
0.06074698	0.017583672	-0.026772123	-0.013373622	-0.0002781563	-0.06073123	0.030355282	-0.03842769	0.003403974	0.022711797	-0.03529964	0.011755182	-0.019828612	-0.0077196825	-0.016931444	0.0035400128
-0.008788768	-0.08126803	-0.012684324	0.07390787	0.023922041	-0.03462316	0.056074977	-0.08631846	0.04277288	-0.054767016	8.637206e-05	-0.012930294	-0.038145315	0.007940325	0.013029801	-0.0078007695
-0.0612973	0.07336856	-0.039788045	0.031176431	0.06750728	0.011722679	-0.03954647	-0.017537838	0.018631374	-0.039566036	-0.07237392	-0.032324225	-0.024161339	-0.044001475	-0.02954145	0.0398323
0.06490131	0.051599924	-0.043948807	-0.079583764	-0.08709199	0.023195688	-0.012370927	0.014815788	0.00714755	0.009389273	0.047886346	-0.009570832	-0.02133015	0.00016008635	-0.007377589	-0.035179086
0.052729502	-0.0015663472	0.027418852	-0.07447397	0.06449121	-0.08201903	0.023584895	0.092412196	-0.08871245	0.009537712	0.03783797	-0.040312264	0.035367247	0.012714711	-0.10495927	-0.0058638947
-0.040649142	-0.038189437	-0.076075934	0.018909423	-0.0045157326	0.07662044	-0.033329137	-0.024682963	0.06855396	-0.063796856	-0.070496	0.09561601	0.03818259	-0.09402105	-0.0044900132	0.023500225
0.033872582	-0.021133807	0.044983022	0.057111282	-0.026898587	0.041685287	0.02305951	-0.045934543	-0.037025444	0.0038471343	-0.055545587	0.06514521	0.018682964	-0.04941095	0.034471113	0.07424009
-0.0200353	0.07031235	-0.07509071	0.07114059	0.036729995	0.0037428064	0.013733683	0.05586075	0.063057885	-0.0076991864	-0.044384632	0.013756954	0.0020652206	-0.032271408	0.1238991	0.062833264
0.04983636	0.0014754961	0.18235904	-0.06725309	0.11653299	-0.072572574	0.048123207	-0.005243126	-0.034541067	0.07326067	0.07410804	-0.100306794	-0.010062398	0.09338475	-0.07322515	-0.08612831
0.023923708	-0.07951523	-0.064648	0.036505885	0.03827654	0.009855437	-0.0810416	-0.013582395	-0.020406399	-0.040996477	-0.025544062	0.019526256	0.043239623	-0.040294457	-0.019402096	0.09306839
